age,gender,booking_status,quota,coach_type,booking_time,travel_distance,waiting_list_number,seat_preference,berth_type
24,M,CNF,LD,3AC,15,381,0,SL,MB
23,M,CNF,LD,SL,10,1753,0,NA,MB
38,M,CNF,GN,3AC,21,220,0,LB,LB
18,M,CNF,TQ,3AC,19,1068,0,LB,LB
44,F,CNF,GN,SL,0,784,0,NA,MB
69,M,RAC,TQ,SL,19,1204,5,UB,SL
55,M,RAC,TQ,3AC,10,1936,10,UB,SL
63,F,RAC,GN,SL,12,642,4,NA,SL
69,F,RAC,TQ,2AC,17,942,10,SL,SL
35,F,CNF,TQ,2AC,4,1092,0,SL,SL
54,M,CNF,GN,3AC,18,478,0,SL,LB
23,M,CNF,TQ,3AC,11,180,0,UB,UB
44,M,RAC,TQ,2AC,13,1359,13,UB,SU
54,F,CNF,LD,2AC,4,1179,0,LB,LB
36,M,WL,GN,3AC,22,916,11,UB,SL
55,F,RAC,TQ,2AC,4,1819,10,LB,SL
28,F,CNF,LD,2AC,12,1798,0,SL,MB
34,M,CNF,LD,2AC,17,1864,0,NA,SL
65,F,CNF,TQ,3AC,22,115,0,SL,LB
28,F,WL,LD,2AC,8,1522,12,LB,SU
44,F,RAC,TQ,SL,2,1886,4,LB,SU
19,F,CNF,GN,2AC,1,1028,0,SL,MB
67,F,CNF,LD,2AC,7,863,0,SL,LB
59,F,CNF,TQ,3AC,10,766,0,LB,LB
18,M,RAC,GN,SL,7,220,14,NA,SU
41,F,CNF,LD,2AC,18,1369,0,UB,UB
53,M,CNF,GN,SL,9,1145,0,UB,LB
27,F,CNF,LD,SL,6,1181,0,SL,MB
32,F,CNF,LD,2AC,9,1546,0,LB,LB
68,F,CNF,LD,3AC,15,1585,0,LB,LB
49,M,CNF,TQ,3AC,0,1363,0,NA,SL
52,F,RAC,LD,3AC,5,1888,2,LB,SL
24,M,CNF,GN,3AC,12,576,0,LB,LB
33,M,RAC,TQ,2AC,21,1816,10,NA,SU
21,F,CNF,TQ,2AC,20,496,0,NA,SL
34,M,WL,TQ,2AC,22,1002,1,NA,SU
64,M,CNF,TQ,3AC,18,647,0,LB,LB
44,F,CNF,LD,2AC,11,1725,0,UB,UB
42,F,CNF,TQ,3AC,13,1505,0,UB,UB
30,F,WL,TQ,3AC,21,1624,3,LB,SL
38,M,CNF,LD,SL,4,1680,0,NA,SL
43,M,RAC,GN,2AC,16,1865,18,LB,SL
52,M,RAC,TQ,3AC,7,110,11,UB,SU
25,M,WL,LD,2AC,0,1861,4,LB,SU
51,F,CNF,LD,SL,12,1248,0,SL,LB
69,M,RAC,GN,3AC,14,282,3,LB,SU
45,M,CNF,TQ,3AC,16,777,0,LB,LB
51,F,WL,LD,3AC,14,360,19,NA,SU
55,F,CNF,GN,SL,0,1829,0,LB,LB
50,M,CNF,GN,2AC,3,1461,0,UB,UB
41,M,CNF,LD,3AC,14,755,0,NA,SL
38,M,CNF,GN,3AC,0,1243,0,SL,SL
62,M,CNF,TQ,2AC,4,512,0,SL,LB
54,F,CNF,TQ,3AC,20,1583,0,NA,LB
63,F,CNF,TQ,2AC,13,1497,0,UB,LB
59,F,WL,LD,3AC,8,925,2,LB,SL
31,M,WL,LD,SL,23,823,8,LB,SL
37,F,RAC,LD,SL,12,1418,6,SL,SU
34,F,RAC,LD,2AC,2,1740,15,UB,SU
25,F,CNF,LD,SL,22,1117,0,SL,SL
32,F,CNF,GN,SL,22,1351,0,SL,SL
59,F,CNF,LD,3AC,3,875,0,NA,LB
53,M,RAC,LD,SL,3,883,12,SL,SU
27,M,RAC,LD,3AC,1,1843,19,UB,SU
61,F,WL,LD,2AC,11,1282,16,NA,SU
52,F,RAC,LD,3AC,6,1833,1,UB,SU
64,M,RAC,TQ,SL,12,1515,9,SL,SL
18,F,CNF,GN,2AC,17,1177,0,LB,LB
57,F,WL,GN,3AC,9,1056,8,UB,SU
61,F,RAC,TQ,3AC,21,1913,3,NA,SU
35,F,CNF,LD,3AC,19,1858,0,LB,LB
38,M,RAC,LD,SL,5,887,14,UB,SU
37,M,RAC,TQ,3AC,13,1665,11,UB,SU
58,M,RAC,GN,3AC,4,1218,15,NA,SU
42,M,RAC,LD,3AC,23,178,19,NA,SU
41,F,RAC,LD,SL,16,467,5,LB,SU
21,F,CNF,LD,SL,9,1336,0,NA,SL
42,M,CNF,LD,3AC,10,1518,0,SL,SL
65,F,CNF,TQ,SL,18,1977,0,SL,LB
45,M,RAC,TQ,3AC,3,1352,19,NA,SL
34,M,WL,TQ,2AC,3,442,18,LB,SL
45,F,CNF,TQ,3AC,13,1136,0,SL,SL
41,M,RAC,LD,2AC,11,1612,7,SL,SU
59,F,CNF,GN,3AC,16,1173,0,NA,LB
43,M,CNF,TQ,3AC,2,1714,0,SL,SL
33,F,CNF,TQ,2AC,12,1469,0,SL,SL
52,F,CNF,LD,3AC,19,1018,0,UB,LB
22,M,CNF,TQ,2AC,17,320,0,SL,MB
28,M,CNF,LD,3AC,7,1726,0,LB,LB
19,F,CNF,GN,SL,9,1929,0,NA,MB
21,F,CNF,LD,3AC,4,986,0,UB,UB
60,M,CNF,TQ,3AC,19,1048,0,SL,LB
63,F,WL,GN,2AC,19,1746,8,SL,SL
44,F,CNF,TQ,SL,8,1144,0,UB,UB
65,F,CNF,TQ,2AC,11,906,0,LB,LB
66,M,CNF,TQ,3AC,11,1496,0,SL,LB
51,F,RAC,LD,SL,21,1224,3,SL,SL
47,F,CNF,GN,SL,15,1421,0,NA,SL
48,M,CNF,TQ,3AC,10,381,0,UB,UB
29,F,RAC,TQ,3AC,4,940,11,SL,SL
64,F,RAC,TQ,SL,10,944,17,NA,SU
40,M,CNF,LD,SL,8,1845,0,NA,MB
35,F,CNF,LD,3AC,11,1789,0,LB,LB
35,F,CNF,GN,3AC,8,1164,0,UB,UB
59,F,CNF,GN,SL,13,538,0,NA,LB
27,M,WL,TQ,3AC,18,173,17,NA,SL
51,F,CNF,LD,2AC,17,1541,0,UB,LB
69,M,RAC,GN,3AC,7,681,7,LB,SL
62,M,CNF,GN,SL,6,644,0,SL,LB
23,M,CNF,GN,SL,12,634,0,NA,SL
35,M,CNF,GN,3AC,3,370,0,UB,UB
22,F,WL,LD,3AC,15,562,11,LB,SL
19,M,RAC,LD,3AC,17,1447,15,SL,SL
29,M,WL,LD,2AC,2,259,4,UB,SU
38,F,CNF,TQ,SL,1,1501,0,UB,UB
26,M,RAC,GN,2AC,23,994,14,UB,SU
66,M,CNF,TQ,3AC,9,1486,0,SL,LB
19,F,CNF,GN,SL,15,158,0,UB,UB
18,M,RAC,GN,SL,0,898,2,LB,SU
29,F,CNF,TQ,2AC,22,383,0,NA,SL
69,M,RAC,GN,2AC,22,228,11,SL,SL
19,M,CNF,LD,3AC,1,1300,0,SL,SL
42,M,CNF,LD,2AC,18,767,0,SL,SL
23,M,WL,TQ,2AC,19,419,17,NA,SL
23,F,CNF,LD,2AC,8,837,0,SL,MB
22,M,CNF,GN,2AC,4,335,0,UB,UB
27,F,RAC,TQ,SL,14,493,18,LB,SU
41,M,RAC,GN,3AC,3,1644,18,UB,SU
52,M,RAC,TQ,3AC,10,268,12,UB,SL
59,F,WL,TQ,2AC,9,1068,1,UB,SU
33,F,CNF,LD,2AC,12,1353,0,UB,UB
31,F,RAC,GN,3AC,22,418,18,NA,SU
45,M,CNF,LD,2AC,0,163,0,SL,MB
29,M,RAC,LD,3AC,10,346,4,NA,SL
42,F,CNF,TQ,3AC,12,1209,0,NA,SL
62,M,CNF,GN,3AC,3,856,0,LB,LB
20,F,CNF,TQ,2AC,14,366,0,UB,UB
51,F,CNF,LD,3AC,16,1245,0,SL,LB
40,M,CNF,LD,3AC,0,232,0,LB,LB
69,F,RAC,TQ,SL,0,810,3,LB,SL
43,M,CNF,GN,3AC,11,1612,0,LB,LB
31,F,CNF,GN,2AC,15,756,0,LB,LB
61,F,CNF,GN,2AC,0,129,0,LB,LB
38,M,WL,LD,3AC,18,794,18,UB,SL
37,F,CNF,GN,SL,8,271,0,NA,SL
48,F,CNF,LD,SL,12,250,0,SL,SL
31,M,CNF,TQ,3AC,11,1053,0,LB,LB
45,M,RAC,LD,SL,16,1403,5,SL,SL
46,M,CNF,LD,SL,17,230,0,LB,LB
30,M,CNF,LD,3AC,1,1694,0,SL,SL
45,F,RAC,TQ,SL,18,1256,7,LB,SL
58,F,CNF,GN,2AC,1,601,0,LB,LB
42,M,CNF,LD,2AC,19,1002,0,NA,SL
53,M,CNF,GN,3AC,14,482,0,SL,LB
35,F,CNF,GN,3AC,13,589,0,UB,UB
22,M,CNF,GN,SL,17,1119,0,NA,MB
55,F,RAC,GN,SL,21,783,1,NA,SL
56,M,CNF,GN,SL,6,1900,0,SL,LB
69,M,CNF,TQ,SL,11,464,0,LB,LB
39,M,CNF,GN,2AC,23,1990,0,SL,MB
46,M,WL,TQ,SL,18,1650,7,UB,SU
46,F,CNF,TQ,2AC,15,1490,0,NA,SL
35,M,RAC,GN,2AC,0,426,2,SL,SL
27,F,CNF,GN,3AC,15,1167,0,LB,LB
44,F,CNF,TQ,SL,5,1502,0,LB,LB
66,M,CNF,GN,3AC,8,822,0,SL,LB
51,M,RAC,GN,3AC,22,1392,10,UB,SL
64,M,CNF,LD,3AC,5,1948,0,NA,LB
29,M,CNF,GN,3AC,19,588,0,NA,MB
59,F,RAC,TQ,3AC,7,765,6,NA,SU
45,M,CNF,TQ,3AC,8,1998,0,SL,SL
55,M,CNF,TQ,3AC,8,1942,0,SL,LB
67,M,CNF,TQ,SL,11,280,0,UB,LB
28,F,CNF,TQ,3AC,22,1990,0,LB,LB
61,F,CNF,LD,3AC,1,1295,0,NA,LB
45,M,RAC,LD,3AC,14,177,12,SL,SU
46,M,CNF,LD,2AC,1,1604,0,UB,UB
37,F,CNF,TQ,SL,21,995,0,LB,LB
59,F,CNF,LD,2AC,0,1060,0,LB,LB
42,F,CNF,GN,3AC,10,351,0,LB,LB
61,M,WL,LD,3AC,22,1508,1,SL,SU
23,F,RAC,GN,2AC,21,445,3,UB,SU
63,F,CNF,LD,2AC,22,1769,0,NA,LB
57,F,CNF,GN,3AC,14,1652,0,SL,LB
45,F,WL,GN,3AC,22,1868,16,SL,SL
49,F,RAC,GN,2AC,0,1309,16,NA,SU
36,M,CNF,LD,2AC,16,969,0,LB,LB
31,F,RAC,GN,SL,13,410,7,SL,SL
59,M,CNF,TQ,2AC,19,607,0,NA,LB
23,M,RAC,TQ,2AC,5,284,17,SL,SU
57,M,CNF,TQ,SL,20,281,0,SL,LB
24,M,CNF,TQ,2AC,2,1692,0,LB,LB
53,F,CNF,GN,SL,10,1423,0,NA,LB
68,F,RAC,LD,2AC,10,1968,1,LB,SU
55,M,WL,GN,3AC,15,677,14,LB,SU
40,M,RAC,TQ,3AC,19,341,19,NA,SL
47,M,RAC,LD,2AC,3,419,1,NA,SU
25,F,CNF,LD,SL,13,1949,0,LB,LB
28,F,CNF,TQ,SL,23,1283,0,NA,MB
42,F,CNF,GN,SL,15,909,0,NA,SL
56,M,CNF,GN,2AC,11,1327,0,NA,LB
51,F,CNF,GN,2AC,19,1913,0,LB,LB
33,M,CNF,TQ,3AC,0,152,0,SL,MB
61,F,CNF,TQ,3AC,5,802,0,NA,LB
68,F,CNF,GN,2AC,20,1552,0,NA,LB
64,F,CNF,TQ,SL,1,165,0,NA,LB
60,F,CNF,TQ,SL,15,1149,0,LB,LB
52,M,CNF,GN,2AC,22,929,0,UB,LB
50,F,CNF,LD,SL,21,799,0,SL,MB
26,M,WL,LD,2AC,2,709,1,UB,SL
44,F,CNF,GN,3AC,12,1537,0,UB,UB
33,F,CNF,LD,3AC,4,209,0,UB,UB
44,M,CNF,TQ,3AC,2,1676,0,SL,MB
18,M,CNF,GN,2AC,5,558,0,LB,LB
67,F,WL,LD,2AC,0,1851,10,SL,SU
42,F,RAC,LD,3AC,0,1734,14,LB,SL
38,M,WL,LD,SL,19,1161,1,SL,SU
37,M,RAC,GN,2AC,7,655,1,UB,SU
62,M,WL,LD,SL,19,156,8,LB,SL
62,F,WL,TQ,2AC,14,1361,19,LB,SL
43,F,CNF,LD,SL,13,1515,0,LB,LB
22,F,CNF,LD,SL,3,1675,0,NA,MB
53,M,CNF,TQ,3AC,0,637,0,SL,LB
57,M,WL,TQ,SL,20,1619,17,NA,SU
54,F,RAC,GN,3AC,9,752,15,NA,SL
55,F,CNF,TQ,2AC,20,401,0,NA,LB
42,M,CNF,TQ,SL,14,191,0,UB,UB
31,F,RAC,GN,3AC,6,1648,17,NA,SL
46,M,WL,GN,2AC,18,317,13,UB,SL
26,F,RAC,TQ,3AC,19,1082,18,LB,SL
43,F,CNF,LD,3AC,16,906,0,LB,LB
66,F,CNF,LD,3AC,13,639,0,UB,LB
43,F,CNF,GN,2AC,11,596,0,UB,UB
36,F,CNF,GN,SL,13,1379,0,LB,LB
34,M,CNF,TQ,3AC,5,1921,0,SL,SL
36,F,CNF,GN,2AC,21,631,0,UB,UB
55,M,RAC,GN,3AC,3,310,11,NA,SL
43,M,RAC,LD,3AC,3,489,5,NA,SL
39,F,CNF,GN,3AC,10,995,0,SL,MB
46,F,RAC,TQ,2AC,19,756,13,LB,SU
34,F,WL,TQ,2AC,9,736,18,LB,SU
66,M,CNF,GN,3AC,18,1753,0,NA,LB
32,M,CNF,GN,3AC,10,1611,0,LB,LB
69,M,CNF,TQ,3AC,22,1774,0,SL,LB
41,F,CNF,GN,SL,6,1299,0,LB,LB
47,M,CNF,TQ,2AC,16,374,0,LB,LB
43,M,CNF,LD,2AC,14,350,0,SL,SL
37,F,CNF,TQ,3AC,14,518,0,UB,UB
61,M,WL,LD,3AC,19,968,11,UB,SU
40,F,RAC,GN,3AC,8,1269,14,UB,SL
53,F,WL,GN,3AC,15,391,19,UB,SU
47,F,CNF,GN,SL,18,1330,0,LB,LB
61,F,WL,LD,SL,1,684,3,SL,SL
18,F,CNF,TQ,SL,12,1760,0,LB,LB
54,M,CNF,TQ,SL,15,789,0,SL,LB
31,F,CNF,GN,SL,20,1411,0,NA,SL
23,F,CNF,GN,2AC,16,1406,0,SL,MB
31,M,WL,LD,2AC,21,477,9,LB,SU
68,M,RAC,LD,SL,20,110,3,SL,SL
21,F,RAC,GN,SL,12,108,14,LB,SL
33,F,CNF,TQ,2AC,21,681,0,LB,LB
44,F,RAC,LD,3AC,20,1341,13,LB,SU
20,F,WL,LD,2AC,2,874,10,UB,SL
50,M,CNF,TQ,3AC,7,1975,0,UB,UB
34,F,CNF,LD,2AC,16,1259,0,SL,SL
24,M,CNF,LD,3AC,22,678,0,UB,UB
25,M,CNF,LD,SL,16,1120,0,SL,MB
64,M,CNF,LD,SL,7,212,0,NA,LB
29,M,CNF,TQ,3AC,19,1919,0,UB,UB
42,F,CNF,GN,3AC,3,973,0,LB,LB
20,M,WL,TQ,SL,4,1391,5,UB,SU
54,M,WL,LD,3AC,5,1933,6,LB,SL
44,F,CNF,LD,SL,0,1427,0,UB,UB
60,F,WL,TQ,2AC,17,1833,17,SL,SL
29,F,WL,TQ,SL,21,693,10,NA,SU
41,M,CNF,GN,2AC,3,1505,0,SL,SL
22,F,RAC,TQ,3AC,15,1128,19,LB,SU
23,M,RAC,LD,2AC,20,1898,10,SL,SL
56,F,RAC,TQ,2AC,9,1697,11,UB,SL
31,F,RAC,LD,2AC,3,208,3,NA,SU
30,M,CNF,GN,2AC,14,726,0,LB,LB
43,M,WL,GN,SL,3,1376,15,SL,SL
21,M,WL,GN,SL,3,1621,15,UB,SL
29,F,CNF,GN,SL,8,106,0,SL,MB
39,M,CNF,TQ,SL,9,238,0,SL,MB
19,M,CNF,TQ,SL,20,700,0,NA,SL
38,F,CNF,LD,3AC,7,1512,0,NA,MB
63,F,CNF,LD,SL,20,1886,0,NA,LB
66,M,CNF,LD,SL,22,1330,0,NA,LB
44,F,RAC,TQ,2AC,10,1169,10,NA,SU
49,M,WL,TQ,2AC,21,1329,13,LB,SU
38,M,CNF,TQ,SL,9,1188,0,LB,LB
18,M,CNF,GN,SL,10,1264,0,LB,LB
21,F,CNF,GN,SL,5,1541,0,UB,UB
58,F,CNF,TQ,3AC,3,1725,0,LB,LB
50,F,CNF,TQ,SL,19,756,0,NA,MB
68,M,CNF,GN,2AC,21,1307,0,NA,LB
66,M,CNF,TQ,3AC,3,1566,0,UB,LB
45,M,CNF,TQ,2AC,12,1441,0,NA,MB
47,M,RAC,TQ,3AC,11,614,8,LB,SL
18,F,RAC,LD,SL,6,1456,17,SL,SL
62,F,WL,GN,2AC,12,673,11,SL,SU
31,F,WL,LD,SL,7,514,6,NA,SL
36,F,WL,LD,SL,11,1496,7,UB,SU
67,M,CNF,LD,2AC,17,1562,0,NA,LB
20,F,CNF,GN,SL,5,996,0,LB,LB
59,M,RAC,LD,SL,22,788,3,UB,SU
52,M,CNF,LD,2AC,6,1529,0,SL,LB
60,F,RAC,TQ,2AC,4,1049,2,NA,SL
48,F,CNF,LD,SL,3,497,0,UB,UB
32,F,CNF,TQ,3AC,19,788,0,NA,SL
52,M,CNF,TQ,SL,17,507,0,UB,LB
44,M,CNF,GN,SL,4,757,0,LB,LB
62,F,CNF,LD,3AC,2,346,0,NA,LB
23,F,RAC,GN,3AC,10,1132,19,NA,SU
56,M,RAC,LD,SL,9,1770,5,NA,SL
42,M,CNF,TQ,2AC,16,189,0,UB,UB
45,F,WL,LD,SL,16,1716,1,NA,SL
51,M,CNF,TQ,2AC,18,492,0,NA,LB
37,M,RAC,TQ,SL,18,1096,13,SL,SU
21,F,CNF,LD,2AC,11,992,0,LB,LB
26,M,CNF,LD,2AC,14,1236,0,NA,MB
22,M,WL,TQ,SL,23,1736,14,LB,SU
51,F,WL,TQ,SL,13,1598,15,SL,SU
21,F,CNF,LD,3AC,5,657,0,UB,UB
22,M,CNF,GN,3AC,20,561,0,UB,UB
24,F,WL,GN,2AC,17,1411,2,LB,SU
58,F,RAC,TQ,3AC,10,1085,6,UB,SL
18,F,WL,GN,3AC,13,1276,16,SL,SU
26,F,CNF,GN,SL,19,1867,0,SL,SL
25,F,RAC,TQ,3AC,7,1402,9,NA,SL
49,M,RAC,LD,2AC,20,1873,18,NA,SU
62,F,CNF,TQ,2AC,20,1650,0,UB,LB
46,F,CNF,TQ,2AC,22,1850,0,SL,MB
18,F,RAC,TQ,2AC,6,720,18,NA,SU
49,F,CNF,GN,2AC,12,471,0,UB,UB
45,M,CNF,TQ,SL,15,1038,0,UB,UB
20,F,WL,TQ,2AC,8,1484,16,SL,SL
18,F,CNF,LD,SL,9,823,0,LB,LB
22,F,RAC,TQ,SL,20,936,4,UB,SL
25,F,RAC,LD,SL,6,781,17,NA,SL
45,M,WL,LD,SL,15,1177,10,UB,SU
53,M,CNF,GN,3AC,0,358,0,SL,LB
30,F,CNF,LD,2AC,11,1284,0,NA,MB
27,F,CNF,TQ,SL,8,1316,0,LB,LB
61,M,RAC,TQ,3AC,0,1381,14,SL,SU
19,F,RAC,LD,2AC,9,727,6,LB,SU
54,M,WL,TQ,2AC,9,1419,6,LB,SU
54,M,CNF,TQ,SL,19,277,0,NA,LB
51,M,WL,LD,3AC,3,1631,4,LB,SU
26,M,CNF,GN,2AC,13,353,0,LB,LB
52,M,CNF,TQ,3AC,22,982,0,SL,LB
21,F,CNF,LD,SL,8,1754,0,NA,MB
65,F,RAC,LD,SL,8,1807,14,LB,SL
32,M,WL,LD,SL,20,787,8,NA,SU
45,F,CNF,LD,2AC,13,756,0,SL,SL
52,F,RAC,TQ,2AC,15,497,14,UB,SL
65,M,CNF,GN,3AC,6,1730,0,SL,LB
52,F,CNF,GN,2AC,19,243,0,NA,LB
39,F,CNF,LD,2AC,1,167,0,UB,UB
51,M,CNF,LD,3AC,16,1329,0,UB,LB
60,M,CNF,TQ,2AC,4,995,0,NA,LB
31,M,RAC,GN,3AC,19,600,2,UB,SL
56,M,WL,TQ,3AC,0,205,1,SL,SU
50,M,WL,GN,2AC,4,481,6,NA,SL
24,F,WL,GN,SL,17,1631,4,NA,SL
42,M,CNF,LD,3AC,22,775,0,LB,LB
65,M,RAC,TQ,SL,21,1596,11,LB,SU
41,F,CNF,GN,SL,19,1412,0,NA,SL
31,F,CNF,GN,3AC,19,712,0,SL,SL
69,F,WL,GN,3AC,22,361,19,SL,SL
29,F,CNF,GN,3AC,13,1460,0,NA,SL
47,F,CNF,GN,SL,0,468,0,NA,MB
55,M,CNF,LD,3AC,7,1013,0,SL,LB
69,M,WL,LD,2AC,7,1730,16,NA,SU
54,F,WL,LD,2AC,14,1703,3,NA,SU
51,M,RAC,GN,3AC,5,743,17,LB,SU
47,F,WL,GN,2AC,21,1517,17,UB,SL
46,M,CNF,GN,3AC,18,957,0,SL,MB
24,M,RAC,LD,SL,7,1390,16,UB,SU
37,F,RAC,LD,3AC,22,387,9,SL,SU
59,M,RAC,GN,2AC,2,343,8,UB,SU
55,F,CNF,LD,3AC,13,427,0,NA,LB
28,F,CNF,LD,2AC,22,900,0,SL,MB
32,F,CNF,TQ,3AC,22,1180,0,UB,UB
69,F,CNF,LD,2AC,3,1735,0,NA,LB
35,F,CNF,LD,3AC,18,1894,0,UB,UB
26,M,RAC,LD,3AC,8,1513,6,LB,SL
45,F,CNF,TQ,2AC,15,1062,0,LB,LB
33,M,WL,GN,2AC,10,974,16,NA,SU
22,F,CNF,GN,2AC,10,718,0,UB,UB
67,M,RAC,GN,3AC,3,671,10,SL,SL
31,M,CNF,GN,2AC,4,1810,0,UB,UB
22,F,RAC,TQ,2AC,5,1634,19,SL,SU
69,M,RAC,GN,3AC,16,433,11,LB,SL
63,F,CNF,LD,3AC,11,669,0,NA,LB
49,M,CNF,TQ,2AC,9,1008,0,SL,MB
64,F,CNF,LD,3AC,3,1209,0,NA,LB
26,F,CNF,GN,2AC,19,217,0,UB,UB
24,M,CNF,TQ,SL,13,305,0,SL,SL
58,M,CNF,LD,3AC,13,103,0,LB,LB
20,M,RAC,TQ,2AC,4,1363,19,UB,SL
58,M,WL,LD,3AC,10,1327,8,SL,SL
63,F,RAC,TQ,2AC,16,1495,15,SL,SU
64,M,RAC,LD,3AC,8,886,12,UB,SL
28,M,RAC,LD,SL,7,846,3,LB,SL
33,M,CNF,GN,3AC,8,908,0,SL,MB
55,M,CNF,LD,2AC,2,1762,0,LB,LB
52,F,WL,TQ,3AC,20,1171,11,NA,SL
25,F,RAC,LD,3AC,8,1855,14,LB,SU
40,M,CNF,TQ,SL,21,242,0,NA,MB
68,F,RAC,LD,2AC,16,812,3,LB,SU
33,M,RAC,TQ,2AC,16,195,4,UB,SL
39,F,CNF,TQ,SL,21,460,0,SL,MB
67,M,CNF,TQ,3AC,2,1799,0,NA,LB
50,M,CNF,GN,3AC,9,1735,0,LB,LB
38,F,CNF,LD,3AC,7,470,0,LB,LB
26,F,CNF,LD,2AC,23,731,0,UB,UB
32,F,CNF,LD,2AC,15,287,0,NA,SL
61,F,CNF,GN,2AC,6,1267,0,UB,LB
45,F,WL,GN,3AC,5,1353,15,LB,SU
19,F,CNF,TQ,3AC,6,574,0,LB,LB
45,M,CNF,LD,3AC,14,1644,0,NA,MB
69,M,WL,TQ,SL,19,1841,11,LB,SL
47,F,CNF,TQ,SL,17,753,0,SL,SL
46,M,CNF,TQ,3AC,13,394,0,NA,SL
56,M,CNF,TQ,2AC,6,143,0,SL,LB
44,M,CNF,GN,SL,6,1508,0,LB,LB
62,F,CNF,LD,SL,0,347,0,LB,LB
67,M,CNF,LD,3AC,16,223,0,NA,LB
32,F,CNF,TQ,SL,18,383,0,NA,MB
40,F,CNF,TQ,3AC,16,266,0,LB,LB
65,M,CNF,GN,SL,19,800,0,LB,LB
64,M,CNF,GN,3AC,20,378,0,NA,LB
62,F,WL,LD,2AC,18,1440,11,SL,SU
57,M,CNF,GN,3AC,3,1589,0,LB,LB
48,M,CNF,TQ,SL,8,1407,0,LB,LB
43,F,RAC,GN,SL,11,1644,2,LB,SU
29,M,CNF,TQ,3AC,0,1624,0,UB,UB
24,M,CNF,LD,2AC,4,1874,0,NA,MB
55,F,CNF,TQ,2AC,23,250,0,NA,LB
50,M,CNF,GN,3AC,20,1073,0,NA,SL
31,M,CNF,GN,SL,9,1006,0,SL,MB
21,F,CNF,GN,2AC,3,631,0,NA,MB
69,M,CNF,TQ,3AC,12,747,0,NA,LB
62,M,RAC,LD,SL,20,163,8,SL,SU
47,F,CNF,LD,2AC,20,1673,0,SL,MB
40,F,CNF,LD,3AC,9,1022,0,SL,SL
52,M,CNF,LD,3AC,16,706,0,UB,LB
59,F,RAC,GN,2AC,23,1933,19,UB,SU
36,F,CNF,LD,SL,4,1131,0,SL,SL
54,M,RAC,LD,2AC,12,852,5,NA,SU
50,M,CNF,LD,3AC,14,1357,0,LB,LB
42,F,CNF,LD,SL,17,576,0,UB,UB
62,F,WL,GN,2AC,15,278,12,LB,SL
63,M,RAC,GN,2AC,9,1575,1,NA,SU
34,M,CNF,GN,3AC,6,820,0,SL,MB
45,F,RAC,TQ,2AC,9,509,6,SL,SU
34,F,CNF,GN,2AC,18,1213,0,NA,SL
21,F,RAC,LD,3AC,23,1827,17,LB,SL
58,F,CNF,GN,2AC,0,1666,0,SL,LB
24,M,CNF,TQ,SL,4,1636,0,LB,LB
23,M,CNF,GN,3AC,3,1857,0,SL,SL
47,F,RAC,TQ,2AC,23,891,13,SL,SU
60,F,CNF,TQ,2AC,6,694,0,NA,LB
41,F,RAC,LD,3AC,20,1299,9,UB,SL
39,F,WL,TQ,3AC,1,446,16,LB,SL
22,F,RAC,GN,3AC,14,1190,9,SL,SL
45,M,RAC,GN,SL,3,1404,9,LB,SU
45,F,CNF,LD,SL,20,320,0,LB,LB
42,F,RAC,LD,3AC,6,1308,11,LB,SU
36,M,CNF,TQ,3AC,0,515,0,UB,UB
38,F,CNF,GN,SL,1,116,0,SL,MB
68,F,CNF,GN,2AC,18,1965,0,LB,LB
59,F,CNF,LD,2AC,18,302,0,LB,LB
55,F,CNF,GN,2AC,23,1229,0,UB,LB
64,M,RAC,LD,2AC,6,1798,16,NA,SL
34,F,WL,GN,3AC,15,1784,1,LB,SL
31,F,RAC,TQ,SL,8,596,8,NA,SL
26,M,CNF,TQ,3AC,0,569,0,LB,LB
47,F,RAC,LD,SL,20,355,5,SL,SL
24,M,RAC,TQ,2AC,16,1309,5,NA,SU
61,F,CNF,LD,SL,15,1376,0,LB,LB
42,F,RAC,TQ,3AC,22,1037,12,LB,SU
24,M,CNF,LD,3AC,7,562,0,SL,SL
33,M,CNF,GN,SL,16,249,0,UB,UB
49,M,CNF,LD,2AC,12,105,0,NA,SL
39,F,CNF,TQ,2AC,6,111,0,UB,UB
44,F,CNF,GN,3AC,9,324,0,SL,SL
33,F,CNF,LD,2AC,19,1961,0,NA,MB
42,F,CNF,TQ,2AC,3,1530,0,UB,UB
33,M,WL,GN,SL,19,741,16,NA,SL
38,F,WL,TQ,3AC,23,403,9,SL,SU
56,M,CNF,GN,SL,12,997,0,UB,LB
29,F,CNF,TQ,SL,10,1885,0,LB,LB
57,M,RAC,TQ,3AC,6,1871,6,NA,SL
59,F,WL,GN,2AC,14,599,15,UB,SL
36,F,WL,TQ,3AC,5,918,15,LB,SL
37,F,CNF,GN,3AC,1,1866,0,SL,MB
54,F,CNF,LD,2AC,5,164,0,UB,LB
68,M,CNF,LD,SL,6,1399,0,SL,LB
57,F,CNF,LD,SL,14,105,0,NA,LB
26,M,CNF,GN,SL,22,1837,0,LB,LB
18,F,CNF,GN,2AC,17,1463,0,LB,LB
45,M,WL,TQ,2AC,14,713,16,LB,SL
19,F,CNF,TQ,2AC,2,314,0,LB,LB
49,F,RAC,TQ,2AC,19,1409,15,SL,SU
62,F,WL,GN,3AC,18,1180,1,LB,SU
